Local player moved from	340.32604	300	to	341.75068	300
Local player moved from	341.75068	300	to	343.13663999999	300
Local player moved from	343.13663999999	300	to	344.55912	300
Local player moved from	344.55912	300	to	345.93706	300
Local player moved from	345.93706	300	to	347.3065	300
Local player moved from	347.3065	300	to	348.80587999999	300
Local player moved from	348.80587999999	300	to	350.25066	300
Local player moved from	350.25066	300	to	351.53347999999	300
Local player moved from	351.53347999999	300	to	353.03184	300
Local player moved from	353.03184	300	to	354.3208	300
Local player moved from	354.3208	300	to	355.70887999999	300
Local player moved from	355.70887999999	300	to	357.45814	298.25073999999
Local player moved from	357.45814	298.25073999999	to	358.57478	297.13409999999
Local player moved from	358.57478	297.13409999999	to	359.89273999999	295.81614
Local player moved from	359.89273999999	295.81614	to	361.48688	294.22199999999
Local player moved from	361.48688	294.22199999999	to	362.71118	292.99769999999
Local player moved from	362.71118	292.99769999999	to	364.26916	291.43971999999
Local player moved from	364.26916	291.43971999999	to	365.40807999999	290.3008
Local player moved from	365.40807999999	290.3008	to	366.8961	288.81277999999
Local player moved from	366.8961	288.81277999999	to	368.31728	287.39159999999
Local player moved from	368.31728	287.39159999999	to	369.7962	285.91267999999
Local player moved from	369.7962	285.91267999999	to	371.0546	284.65428
Local player moved from	371.0546	284.65428	to	372.38187999999	283.327
Local player moved from	372.38187999999	283.327	to	373.7641	281.94477999999
Local player moved from	373.7641	281.94477999999	to	375.1699	280.53897999999
Local player moved from	375.1699	280.53897999999	to	376.5682	279.14067999999
Local player moved from	376.5682	279.14067999999	to	377.96422	277.74466
Local player moved from	377.96422	277.74466	to	379.37716	276.33172
Local player moved from	379.37716	276.33172	to	380.5691	275.13977999999
Local player moved from	380.5691	275.13977999999	to	380.5691	273.67574
Local player moved from	380.5691	273.67574	to	380.5691	272.15728
Local player moved from	380.5691	272.15728	to	380.5691	270.8036
Local player moved from	380.5691	270.8036	to	380.5691	269.48543999999
Local player moved from	380.5691	269.48543999999	to	380.5691	268.20358
Local player moved from	380.5691	268.20358	to	380.5691	266.78539999999
Local player moved from	380.5691	266.78539999999	to	380.5691	265.28827999999
Local player moved from	380.5691	265.28827999999	to	380.5691	263.89406
Local player moved from	380.5691	263.89406	to	380.5691	262.57965999999
Local player moved from	380.5691	262.57965999999	to	379.08802	261.09858
Local player moved from	379.08802	261.09858	to	377.74779999999	259.75835999999
Local player moved from	377.74779999999	259.75835999999	to	376.35685999999	258.36741999999
Local player moved from	376.35685999999	258.36741999999	to	374.89143999999	256.90199999999
Local player moved from	374.89143999999	256.90199999999	to	373.69118	255.70173999999
Local player moved from	373.69118	255.70173999999	to	372.20442	254.21497999999
Local player moved from	372.20442	254.21497999999	to	370.79418	252.80474
Local player moved from	370.79418	252.80474	to	369.50066	251.51122
Local player moved from	369.50066	251.51122	to	368.09911999999	250.10967999999
Local player moved from	368.09911999999	250.10967999999	to	366.59806	248.60861999999
Local player moved from	366.59806	248.60861999999	to	365.28924	247.2998
Local player moved from	365.28924	247.2998	to	363.88957999999	245.90013999999
Local player moved from	363.88957999999	245.90013999999	to	362.3776	244.38815999999
Local player moved from	362.3776	244.38815999999	to	361.08351999999	243.09407999999
Local player moved from	361.08351999999	243.09407999999	to	359.68414	241.69469999999
Local player moved from	359.68414	241.69469999999	to	358.24544	241.69469999999
Local player moved from	358.24544	241.69469999999	to	356.84985999999	241.69469999999
Local player moved from	356.84985999999	241.69469999999	to	355.57134	241.69469999999
Local player moved from	355.57134	241.69469999999	to	354.17055999999	241.69469999999
Local player moved from	354.17055999999	241.69469999999	to	352.74001999999	241.69469999999
Local player moved from	352.74001999999	241.69469999999	to	351.3846	241.69469999999
Local player moved from	351.3846	241.69469999999	to	349.93775999999	241.69469999999
Local player moved from	349.93775999999	241.69469999999	to	348.63179999999	241.69469999999
Local player moved from	348.63179999999	241.69469999999	to	347.10286	241.69469999999
Local player moved from	347.10286	241.69469999999	to	345.72246	241.69469999999
Local player moved from	345.72246	241.69469999999	to	344.40116	241.69469999999
Local player moved from	344.40116	241.69469999999	to	343.11738	241.69469999999
Local player moved from	343.11738	241.69469999999	to	341.71982	241.69469999999
Local player moved from	341.71982	241.69469999999	to	340.21568	241.69469999999
Local player moved from	340.21568	241.69469999999	to	338.91124	241.69469999999
Local player moved from	338.91124	241.69469999999	to	337.50985999999	241.69469999999
Local player moved from	337.50985999999	241.69469999999	to	336.09417999999	241.69469999999
Local player moved from	336.09417999999	241.69469999999	to	334.78764	241.69469999999
Local player moved from	334.78764	241.69469999999	to	333.2874	241.69469999999
Local player moved from	333.2874	241.69469999999	to	331.88872	241.69469999999
Local player moved from	331.88872	241.69469999999	to	330.46755999999	241.69469999999
Local player moved from	330.46755999999	241.69469999999	to	329.22674	241.69469999999
Local player moved from	329.22674	241.69469999999	to	327.83256	241.69469999999
Local player moved from	327.83256	241.69469999999	to	326.32488	241.69469999999
Local player moved from	326.32488	241.69469999999	to	325.02249999999	241.69469999999
Local player moved from	325.02249999999	241.69469999999	to	323.3328	243.38439999999
Local player moved from	323.3328	243.38439999999	to	322.10297999999	244.61421999999
Local player moved from	322.10297999999	244.61421999999	to	320.79972	245.91747999999
Local player moved from	320.79972	245.91747999999	to	319.50001999999	247.21718
Local player moved from	319.50001999999	247.21718	to	318.09986	248.61733999999
Local player moved from	318.09986	248.61733999999	to	316.66718	250.05001999999
Local player moved from	316.66718	250.05001999999	to	315.16539999999	251.55179999999
Local player moved from	315.16539999999	251.55179999999	to	313.96144	252.75575999999
Local player moved from	313.96144	252.75575999999	to	313.96144	254.26527999999
Local player moved from	313.96144	254.26527999999	to	313.96144	255.61837999999
Local player moved from	313.96144	255.61837999999	to	313.96144	256.93418
Local player moved from	313.96144	256.93418	to	313.96144	258.44243999999
Local player moved from	313.96144	258.44243999999	to	313.96144	259.78237999999
Local player moved from	313.96144	259.78237999999	to	313.96144	261.15283999999
Local player moved from	313.96144	261.15283999999	to	313.96144	262.5286
Local player moved from	313.96144	262.5286	to	313.96144	264.02951999999
Local player moved from	313.96144	264.02951999999	to	313.96144	265.33122
Local player moved from	313.96144	265.33122	to	313.96144	266.72927999999
Local player moved from	313.96144	266.72927999999	to	313.96144	268.12985999999
Local player moved from	313.96144	268.12985999999	to	313.96144	269.43783999999
Local player moved from	313.96144	269.43783999999	to	313.96144	270.83387999999
Local player moved from	313.96144	270.83387999999	to	315.46598	272.33841999999
Local player moved from	315.46598	272.33841999999	to	316.89358	273.76601999999
Local player moved from	316.89358	273.76601999999	to	318.17904	275.05147999999
Local player moved from	318.17904	275.05147999999	to	319.49302	276.36545999999
Local player moved from	319.49302	276.36545999999	to	320.90274	277.77517999999
Local player moved from	320.90274	277.77517999999	to	322.3017	279.17413999999
Local player moved from	322.3017	279.17413999999	to	323.71568	280.58811999999
Local player moved from	323.71568	280.58811999999	to	325.1233	281.99573999999
Local player moved from	325.1233	281.99573999999	to	326.4217	283.29413999999
Local player moved from	326.4217	283.29413999999	to	327.82364	284.69607999999
Local player moved from	327.82364	284.69607999999	to	329.33128	286.20371999999
Local player moved from	329.33128	286.20371999999	to	330.75396	287.62639999999
Local player moved from	330.75396	287.62639999999	to	332.15524	289.02767999999
Local player moved from	332.15524	289.02767999999	to	333.37226	290.24469999999
Local player moved from	333.37226	290.24469999999	to	334.87222000001	291.74465999999
Local player moved from	334.87222000001	291.74465999999	to	336.27134	293.14377999999
Local player moved from	336.27134	293.14377999999	to	337.58070000001	294.45314
Local player moved from	337.58070000001	294.45314	to	339.05214000001	295.92458
Local player moved from	339.05214000001	295.92458	to	340.34834	297.22077999999
Local player moved from	340.34834	297.22077999999	to	341.74706000001	298.6195
Local player moved from	341.74706000001	298.6195	to	343.2512	300.12363999999
Local player moved from	343.2512	300.12363999999	to	344.55866	301.43109999999
Local player moved from	344.55866	301.43109999999	to	345.95756	302.82999999999
Local player moved from	345.95756	302.82999999999	to	347.56856	304.44099999999
Local player moved from	347.56856	304.44099999999	to	348.96282	305.83525999999
Local player moved from	348.96282	305.83525999999	to	350.2675	307.13993999999
Local player moved from	350.2675	307.13993999999	to	351.63412	308.50655999999
Local player moved from	351.63412	308.50655999999	to	352.98252000001	309.85496
Local player moved from	352.98252000001	309.85496	to	354.49106	311.36349999999
Local player moved from	354.49106	311.36349999999	to	355.9733	312.84573999999
Local player moved from	355.9733	312.84573999999	to	357.26972	314.14215999999
Local player moved from	357.26972	314.14215999999	to	358.5543	315.42673999999
Local player moved from	358.5543	315.42673999999	to	359.95540000001	316.82784
Local player moved from	359.95540000001	316.82784	to	361.6422	318.51463999999
Local player moved from	361.6422	318.51463999999	to	362.91802	319.79045999999
Local player moved from	362.91802	319.79045999999	to	364.21742000001	321.08986
Local player moved from	364.21742000001	321.08986	to	365.55856	322.43099999999
Local player moved from	365.55856	322.43099999999	to	366.87446	323.74689999999
Local player moved from	366.87446	323.74689999999	to	368.2655	325.13793999999
Local player moved from	368.2655	325.13793999999	to	369.77616	326.64859999999
Local player moved from	369.77616	326.64859999999	to	371.11646	327.98889999999
Local player moved from	371.11646	327.98889999999	to	372.50126000001	329.3737
Local player moved from	372.50126000001	329.3737	to	373.80096	330.67339999999
Local player moved from	373.80096	330.67339999999	to	375.05642	331.92885999999
Local player moved from	375.05642	331.92885999999	to	376.7868	333.65923999999
Local player moved from	376.7868	333.65923999999	to	377.95336	334.82579999999
Local player moved from	377.95336	334.82579999999	to	379.39318000001	336.26561999999
Local player moved from	379.39318000001	336.26561999999	to	380.69558	337.56801999999
Local player moved from	380.69558	337.56801999999	to	382.09696000001	338.9694
Local player moved from	382.09696000001	338.9694	to	383.49256	340.36499999999
Local player moved from	383.49256	340.36499999999	to	384.95228	341.82471999999
Local player moved from	384.95228	341.82471999999	to	386.15412	343.02655999999
Local player moved from	386.15412	343.02655999999	to	387.6602	344.53263999999
Local player moved from	387.6602	344.53263999999	to	388.96934	345.84177999999
Local player moved from	388.96934	345.84177999999	to	390.38608	347.25851999999
Local player moved from	390.38608	347.25851999999	to	391.78912	348.66155999999
Local player moved from	391.78912	348.66155999999	to	393.09232	349.96475999999
Local player moved from	393.09232	349.96475999999	to	394.57578	351.44821999999
Local player moved from	394.57578	351.44821999999	to	396.0212	352.89363999999
Local player moved from	396.0212	352.89363999999	to	397.3224	354.19483999999
Local player moved from	397.3224	354.19483999999	to	398.73420000001	355.60664
Local player moved from	398.73420000001	355.60664	to	398.73420000001	357.07513999999
Local player moved from	398.73420000001	357.07513999999	to	398.73420000001	358.39907999999
