Local player moved from	200	300	to	201.69204	300
Local player moved from	201.69204	300	to	202.8454	300
Local player moved from	202.8454	300	to	204.39468	300
Local player moved from	204.39468	300	to	205.82492	300
Local player moved from	205.82492	300	to	207.2403	300
Local player moved from	207.2403	300	to	208.54038	300
Local player moved from	208.54038	300	to	209.93684	300
Local player moved from	209.93684	300	to	211.23114	300
Local player moved from	211.23114	300	to	212.73968	300
Local player moved from	212.73968	300	to	213.97808	300
Local player moved from	213.97808	300	to	215.49872	300
Local player moved from	215.49872	300	to	216.88454	300
Local player moved from	216.88454	300	to	218.21116	300
Local player moved from	218.21116	300	to	219.65262	300
Local player moved from	219.65262	300	to	220.97046	300
Local player moved from	220.97046	300	to	222.38128	300
Local player moved from	222.38128	300	to	223.78866	300
Local player moved from	223.78866	300	to	224.98934	300
Local player moved from	224.98934	300	to	226.405	300
Local player moved from	226.405	300	to	227.89346	300
Local player moved from	227.89346	300	to	229.23008	300
Local player moved from	229.23008	300	to	230.64142	300
Local player moved from	230.64142	300	to	232.04004	300
Local player moved from	232.04004	300	to	233.343	300
Local player moved from	233.343	300	to	234.87844	300
Local player moved from	234.87844	300	to	236.21108	300
Local player moved from	236.21108	300	to	237.58108	300
Local player moved from	237.58108	300	to	238.87376	300
Local player moved from	238.87376	300	to	240.3123	300
Local player moved from	240.3123	300	to	241.72906	300
Local player moved from	241.72906	300	to	243.21408	300
Local player moved from	243.21408	300	to	244.75292	300
Local player moved from	244.75292	300	to	246.06374	300
Local player moved from	246.06374	300	to	247.36954	300
Local player moved from	247.36954	300	to	248.88316	300
Local player moved from	248.88316	300	to	250.1869	300
Local player moved from	250.1869	300	to	251.68344	300
Local player moved from	251.68344	300	to	252.88924	300
Local player moved from	252.88924	300	to	254.36956	300
Local player moved from	254.36956	300	to	255.70668	300
Local player moved from	255.70668	300	to	257.19946	300
Local player moved from	257.19946	300	to	258.5036	300
Local player moved from	258.5036	300	to	259.91306	300
Local player moved from	259.91306	300	to	261.19502	300
Local player moved from	261.19502	300	to	262.76754	300
Local player moved from	262.76754	300	to	264.01814	300
Local player moved from	264.01814	300	to	265.43594	300
Local player moved from	265.43594	300	to	266.94716	300
Local player moved from	266.94716	300	to	268.22914	300
Local player moved from	268.22914	300	to	269.62794	300
Local player moved from	269.62794	300	to	270.83628	300
Local player moved from	270.83628	300	to	272.34198	300
Local player moved from	272.34198	300	to	273.74056	300
Local player moved from	273.74056	300	to	275.04436	300
Local player moved from	275.04436	300	to	276.54888	300
Local player moved from	276.54888	300	to	278.05198	300
Local player moved from	278.05198	300	to	279.25292	300
Local player moved from	279.25292	300	to	280.56304	300
Local player moved from	280.56304	300	to	282.06146	300
Local player moved from	282.06146	300	to	283.46418	300
Local player moved from	283.46418	300	to	284.76852	300
Local player moved from	284.76852	300	to	286.27012	300
Local player moved from	286.27012	300	to	287.66804	300
Local player moved from	287.66804	300	to	289.09014	300
Local player moved from	289.09014	300	to	290.27864	300
Local player moved from	290.27864	300	to	291.68104	300
Local player moved from	291.68104	300	to	293.1848	300
Local player moved from	293.1848	300	to	294.48416	300
Local player moved from	294.48416	300	to	295.99016	300
Local player moved from	295.99016	300	to	297.39	300
Local player moved from	297.39	300	to	298.69464	300
Local player moved from	298.69464	300	to	300.0008	300
Local player moved from	300.0008	300	to	301.40574	300
Local player moved from	301.40574	300	to	302.97374	300
Local player moved from	302.97374	300	to	304.22246	300
Local player moved from	304.22246	300	to	305.61004	300
Local player moved from	305.61004	300	to	307.1091	300
Local player moved from	307.1091	300	to	308.4792	300
Local player moved from	308.4792	300	to	309.85872	300
Local player moved from	309.85872	300	to	311.1203	300
Local player moved from	311.1203	300	to	312.62488	300
Local player moved from	312.62488	300	to	314.03486	300
Local player moved from	314.03486	300	to	315.33178	300
Local player moved from	315.33178	300	to	316.83724	300
Local player moved from	316.83724	300	to	318.09928	300
Local player moved from	318.09928	300	to	319.69164	300
Local player moved from	319.69164	300	to	320.88944	300
Local player moved from	320.88944	300	to	322.39404	300
Local player moved from	322.39404	300	to	323.70616	300
Local player moved from	323.70616	300	to	325.31887999999	300
Local player moved from	325.31887999999	300	to	326.43768	300
Local player moved from	326.43768	300	to	327.81428	300
Local player moved from	327.81428	300	to	329.31216	300
Local player moved from	329.31216	300	to	330.74437999999	300
Local player moved from	330.74437999999	300	to	331.94652	300
Local player moved from	331.94652	300	to	333.5046	300
Local player moved from	333.5046	300	to	334.90556	300
Local player moved from	334.90556	300	to	336.21335999999	300
Local player moved from	336.21335999999	300	to	337.60945999999	300
Local player moved from	337.60945999999	300	to	339.01395999999	300
Local player moved from	339.01395999999	300	to	340.32604	300
